Version	Id	Symbol	Flags	Location	Long Name	Short Name	Recruit	Group	Looking	Time	Race	Gender	Loyalty	Energy	Reckless	Strength	Cowardly	Courage	Despondency	Fear	Orders	Carrying	Warriors	Riders	Following	Foe	Liege	Traits	Home	Desired Object	Quest	Purpose	Reaction	Qualities
1	42	CH_BORGALUG	KNOWLEDGE+ALIVE	"210,212"	Borgalug Bonecrusher	Borgalug					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	GREEDY+RESTLESS+IGNORANT
1	43	CH_ARANOR	ALIVE	"130,37"	Aranor Boldsword	Aranor					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	BOLD+QUICKWITTED+RECKLESS
1	44	CH_MOONGRIM	ALIVE	"221,46"	Moongrim Longneck	Moongrim					RA_DRAGONLORD	GD_MALE	RA_DRAGONLORD	1440																	Rest	DefendHomeland	ReturnHome	GALLANT+PROVOCATIVE+IMPATIENT
1	45	CH_LEONIK	ALIVE	"150,247"	Leonik Leatherhand	Leonik					RA_DEEPING_DWARF	GD_MALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	ARROGANT+SCEPTICAL
1	46	CH_STORBOLD	ALIVE	"207,36"	Storbold the Scribbler	Storbold					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+RELIABLE+LOYAL
1	47	CH_ARBETHOR	ALIVE	"170,88"	Arbethor Greenhand	Arbethor					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	HOMELOVING+RELIABLE+LOYAL
1	48	CH_AMARIN	KNOWLEDGE+ALIVE	"36,246"	Amarin Starchaser	Amarin					RA_GELMING	GD_MALE	RA_GELMING	1440																	Rest	BeAHostage	ReturnHome	TIRELESS+CHARMING+PERSUASIVE+MIGHTYWARRIOR
1	49	CH_AVILA	ALIVE	"28,123"	Avila the Cold	Avila					RA_ELDRIN	GD_FEMALE	RA_ELDRIN	1440																	Rest	DefendHomeland	ReturnHome	HOMELOVING+NAIVE+COLDHEARTED
1	50	CH_HOON	ALIVE	"15,219"	Hoon the Warrior	Hoon					RA_GELMING	GD_MALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+MODEST+LOYAL
1	51	CH_EOTHOR	ALIVE	"105,15"	Eothor Sparehand	Eothor					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	BOLD+KIND+RECKLESS
1	52	CH_SNORGLUM	ALIVE	"233,203"	Snorglum Bighammer	Snorglum					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+HOTTEMPERED+GREEDY
1	53	CH_ORGROTHA	ALIVE	"145,220"	Orgrotha the Persuader	Orgrotha					RA_DARK_FEY	GD_FEMALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+PERSUASIVE+BLOODTHIRSTY
1	54	CH_FORTHAR	ALIVE	"119,15"	Forthar the Hunter	Forthar					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	GENEROUS+EAGER+MODEST
1	55	CH_JORUK	ALIVE	"150,247"	Joruk Redfist	Joruk					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	TIRELESS+NAIVE
1	56	CH_VAR	ALIVE	"150,247"	Var the Swordsman	Var					RA_GELMING	GD_MALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	HOTTEMPERED+MIGHTYWARRIOR
1	57	CH_WYTHRAN	PRISONER+ALIVE	"145,220"	Wythran the Weaver	Wythran					RA_GELMING	GD_MALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	RELIABLE+CAUTIOUS+TIGHTLIPPED
1	58	CH_CARITHILA	KNOWLEDGE+ALIVE	"21,106"	Carithila Queen	Carithila					RA_ELDRIN	GD_FEMALE	RA_ELDRIN	1440																	Rest	DefendHomeland	ReturnHome	KIND+KNOWLEDGEABLE+CAUTIOUS
1	59	CH_GARFIN	ALIVE	"150,247"	Garfin Quicklip	Garfin					RA_ELDRIN	GD_MALE	RA_ELDRIN	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+COWARDLY
1	60	CH_ZENETHOR	KNOWLEDGE+PRISONER+ALIVE	"145,220"	Zenethor the Strong	Zenethor					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	BeAHostage	ReturnHome	BRAVE+PASSIONATE+MIGHTYWARRIOR+SUPERBLEADER
1	61	CH_GOTHRUM	ALIVE	"187,204"	Gothrum the Glum	Gothrum					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+SLOWWITTED+SOLITARY
1	62	CH_SKYRDRETH	ALIVE	"119,207"	Skyrdreth Iceheart	Skyrdreth					RA_DARK_FEY	GD_MALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	COLDHEARTED+REPULSIVE+BLOODTHIRSTY
1	63	CH_LANKLIN	ALIVE	"150,247"	Lanklin the Boaster	Lanklin					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	ARROGANT+PASSIONLESS
1	64	CH_HOLDAR	ALIVE	"150,247"	Holdar Longeye	Holdar					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	FARSIGHTED+PATIENT
1	65	CH_ARAMILA	ALIVE	"150,247"	Aramila the Seer	Aramila					RA_ARAKAI	GD_FEMALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	TALKATIVE+KNOWLEDGEABLE
1	66	CH_MELINOTH	ALIVE	"130,122"	Melinoth Larkstongue	Melinoth					RA_DAWN_FEY	GD_FEMALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	FARSIGHTED+HOMELOVING+TIRELESS
1	67	CH_MANA	ALIVE	"150,247"	Mana the Huntress	Mana					RA_ELDRIN	GD_FEMALE	RA_ELDRIN	1440																	Rest	DefendHomeland	ReturnHome	WARMHEARTED+ENERGETIC
1	68	CH_RORLBAR	ALIVE	"150,247"	Rorlbar the Poet	Rorlbar					RA_GELMING	GD_MALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	CHARMING+SCEPTICAL
1	69	CH_GARAMOR	ALIVE	"63,40"	Garamor the Fat	Garamor					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+EASILYTIRED+IMPATIENT
1	70	CH_BORLUM	ALIVE	"222,202"	Borlum the Happy	Borlum					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	KIND+EAGER+CAUTIOUS
1	71	CH_AKRITH	ALIVE	"170,191"	Akrith Bloodhand	Akrith					RA_DARK_FEY	GD_MALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	RECKLESS+CRUEL+PASSIONLESS
1	72	CH_GODROLD	ALIVE	"150,247"	Godrold Heavyhand	Godrold					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	KIND+GALLANT
1	73	CH_DARATH	ALIVE	"140,144"	Darath the Lion	Darath					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	FARSIGHTED+BOLD+GENEROUS
1	74	CH_PARIK	ALIVE	"150,247"	Parik the Miser	Parik					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	CRUEL+IGNORANT
1	75	CH_MERITHEL	ALIVE	"178,46"	Merithel of the Lake	Merithel					RA_ARAKAI	GD_FEMALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	WARMHEARTED+EAGER+PASSIONATE+RECKLESS+GREEDY+HEADSTRONG+IMPATIENT
1	76	CH_AREMELA	PRISONER+ALIVE	"145,220"	Aremela Princess	Aremela					RA_ELDRIN	GD_FEMALE	RA_ELDRIN	1440																	Rest	BeAHostage	ReturnHome	FARSIGHTED+PATIENT+TIGHTLIPPED
1	77	CH_FARLIK	ALIVE	"150,247"	Farlik Whiteknife	Farlik					RA_LONG_DWARF	GD_MALE	RA_LONG_DWARF	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+RELIABLE
1	78	CH_ARAK	KNOWLEDGE+ALIVE	"150,53"	Arak the Avenger	Arak					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+QUICKWITTED+ENERGETIC+SUPERBLEADER+RESTLESS+IMPATIENT
1	79	CH_TORANETH	ALIVE	"145,220"	Toraneth the Cruel	Toraneth					RA_DARK_FEY	GD_MALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	SELFISH+CRUEL+BLOODTHIRSTY
1	80	CH_DARGRITH	ALIVE	"134,200"	Dargrith the Butcher	Dargrith					RA_DARK_FEY	GD_MALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	MALICIOUS+BLOODTHIRSTY+FEEBLEWARRIOR
1	81	CH_OGRIN	ALIVE	"150,247"	Ogrin Woodenblade	Ogrin					RA_DAWN_FEY	GD_MALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	NAIVE+SELFISH
1	82	CH_ARAG	ALIVE	"150,247"	Arag Drythroat	Arag					RA_DAWN_FEY	GD_MALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	TALKATIVE+UNCONVINCING
1	83	CH_JUSTRIK	ALIVE	"150,247"	Justrik the Hawk	Justrik					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+CAUTIOUS
1	84	CH_SHARILA	ALIVE	"33,25"	Sharila Suresword	Sharila					RA_KITH	GD_FEMALE	RA_KITH	1440																	Rest	DefendHomeland	ReturnHome	EAGER+LOYAL+HOTTEMPERED
1	85	CH_RAINAR	ALIVE	"205,80"	Rainar the Besotted	Rainar					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	EAGER+ENERGETIC+PASSIONATE
1	86	CH_JARANOR	ALIVE	"240,75"	Jaranor the Hasty	Jaranor					RA_DRAGONLORD	GD_MALE	RA_DRAGONLORD	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+HOTTEMPERED+IMPATIENT
1	87	CH_ASUNAI	KNOWLEDGE+ALIVE	"225,132"	Asunai Ironwing	Asunai					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+HOMELOVING+PASSIONATE+MIGHTYWARRIOR
1	88	CH_URGORETH	ALIVE	"150,247"	Urgoreth the Despiser	Urgoreth					RA_DARK_FEY	GD_MALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	CAUTIOUS+GREEDY+BLOODTHIRSTY
1	89	CH_MIRGRATH	ALIVE	"117,188"	Mirgrath the Black	Mirgrath					RA_DARK_FEY	GD_MALE	RA_DARK_FEY	1440																	Rest	DefendHomeland	ReturnHome	EASILYTIRED+REPULSIVE+SOLITARY
1	90	CH_MOGRAK	ALIVE	"40,204"	Mograk Rustaxe	Mograk					RA_DEEPING_DWARF	GD_MALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	BOLD+GALLANT+RESTLESS
1	91	CH_TAROLETH	ALIVE	"98,150"	Taroleth the Jester	Taroleth					RA_DAWN_FEY	GD_MALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+COWARDLY+MAD
1	92	CH_ARFOLD	ALIVE	"150,247"	Arfold Longtooth	Arfold					RA_GELMING	GD_FEMALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	KNOWLEDGEABLE+SOLITARY
1	93	CH_DORGRUN	ALIVE	"150,247"	Dorgrun Roughhand	Dorgrun					RA_DRAGONLORD	GD_MALE	RA_DRAGONLORD	1440																	Rest	DefendHomeland	ReturnHome	RECKLESS+IMPATIENT
1	94	CH_MOLICOR	ALIVE	"150,247"	Molicor the Kind	Molicor					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	KIND+LEVELHEADED
1	95	CH_IGRAL	ALIVE	"150,247"	Igral Mouseheart	Igral					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	GENEROUS+COWARDLY
1	96	CH_ORIMUND	ALIVE	"150,247"	Orimund the Resplendent	Orimund					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	MODEST+ARROGANT
1	97	CH_CRUN	ALIVE	"150,247"	Crun the Weasel	Crun					RA_LONG_DWARF	GD_MALE	RA_LONG_DWARF	1440																	Rest	DefendHomeland	ReturnHome	COWARDLY+TREACHEROUS
1	98	CH_FARAMOTH	ALIVE	"150,247"	Faramoth the Solemn	Faramoth					RA_HIGH_FEY	GD_MALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	SOLITARY+THICKSKINNED
1	99	CH_ULGRIM	ALIVE	"89,205"	Ulgrim the Weary	Ulgrim					RA_DEEPING_DWARF	GD_MALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+CAUTIOUS+SLOWWITTED
1	100	CH_MIRANAR	KNOWLEDGE+ALIVE	"116,133"	Miranar Fairhand	Miranar					RA_DAWN_FEY	GD_MALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	MODEST+LOYAL+PATIENT
1	101	CH_ULGRUD	ALIVE	"74,142"	Ulgrud the Treacherous	Ulgrud					RA_LONG_DWARF	GD_MALE	RA_LONG_DWARF	1440																	Rest	DefendHomeland	ReturnHome	SELFISH+COLDHEARTED+TREACHEROUS
1	102	CH_ELGRENA	ALIVE	"150,247"	Elgrena the Gracious	Elgrena					RA_DAWN_FEY	GD_FEMALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+KIND
1	103	CH_ALAGRIM	ALIVE	"127,72"	Alagrim Ironaxe	Alagrim					RA_LONG_DWARF	GD_MALE	RA_LONG_DWARF	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+SELFLESS+APATHETIC
1	104	CH_KARAHAR	ALIVE	"150,247"	Karahar the Wistful	Karahar					RA_GELMING	GD_MALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	TALKATIVE+PATIENT
1	105	CH_ORAGRANE	ALIVE	"241,63"	Oragrane the Fearless	Oragrane					RA_DRAGONLORD	GD_MALE	RA_DRAGONLORD	1440																	Rest	DefendHomeland	ReturnHome	MIGHTYWARRIOR+COLDHEARTED+IMPATIENT
1	106	CH_MARATHOR	ALIVE	"115,65"	Marathor the Splendid	Marathor					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	KIND+WARMHEARTED+GENEROUS
1	107	CH_BARAG	ALIVE	"150,247"	Barag the Fierce	Barag					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	HOTTEMPERED+VICIOUS
1	108	CH_GOLGUD	ALIVE	"71,174"	Golgud the Reluctant	Golgud					RA_DEEPING_DWARF	GD_MALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	GENEROUS+PATIENT+COWARDLY
1	109	CH_ILARETH	ALIVE	"18,170"	Ilareth the Chosen	Ilareth					RA_HIGH_FEY	GD_MALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	SUBMISSIVE+KNOWLEDGEABLE+ARROGANT
1	110	CH_TORBRITH	ALIVE	"150,247"	Torbrith Swiftfoot	Torbrith					RA_LONG_DWARF	GD_MALE	RA_LONG_DWARF	1440																	Rest	DefendHomeland	ReturnHome	ENERGETIC+RELIABLE
1	111	CH_SLORUM	ALIVE	"186,215"	Slorum the Smug	Slorum					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+TALKATIVE+IGNORANT
1	112	CH_SAMARA	ALIVE	"150,247"	Samara Wildheart	Samara					RA_DAWN_FEY	GD_FEMALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+PASSIONATE
1	113	CH_HILGOR	ALIVE	"150,247"	Hilgor the Meek	Hilgor					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	LANGUID+UNCONVINCING
1	114	CH_ZALNOR	ALIVE	"150,247"	Zalnor Sourspleen	Zalnor					RA_KITH	GD_MALE	RA_KITH	1440																	Rest	DefendHomeland	ReturnHome	APATHETIC+EASILYTIRED
