Version	Id	Symbol	Text
7	65	SS_VICTORY5	{lf}{crlf}{cr}Ushgarak has fallen and the Ice Crown has been destroyed.{lf}{crlf}{cr}Victory to the Free! 
7	66	SS_VICTORY6	{lf}{crlf}{cr}Fawkrin the Skulkrin has destroyed the Ice Crown.{lf}{crlf}{cr}Victory to the Free! 
7	67	SS_ZEROTOKENS	|no|none|zero
7	68	SS_WARRIORS_RIDERS	{char:longname} has an army of %s warriors and %s riders. 
7	69	SS_MESSAGE7	{char:loc:terrain:prep} {char:loc:name} stands {char:longname}. 
7	70	SS_BATTLE2	.{lf}{crlf}{cr} The bloody sword of battle brings death in the Domain of {loc:area:text}
7	71	SS_BATTLE3	 and of {loc:area:text}
7	72	SS_PLURALTOKENS	has|have|day|days
7	73	SS_STRONGHOLD1	The %s is occupied by armies loyal to %s. 
7	74	SS_STRONGHOLD2	The %s is owned by %s. 
7	75	SS_STRONGHOLD3	%s holds %s %s of the %s. 
7	76	SS_FIGHT2	{case:first}{char:gender:heshe} slew the {obj:name} with {char:obj:text}. 
7	77	SS_FIGHT3	The {obj:name} fled from the warmth of {char:obj:text}. 
7	78	SS_FIGHT4	{case:first}{char:gender:heshe} touches the {obj:name} with {char:obj:text} and they were slain by their own fear. 
7	79	SS_PREFIX_HERE	  Here
7	80	SS_PREFIX_AHEAD	  Ahead
7	81	SS_PREFIX_DIRECTION	  To the {char:dir:name}
7	82	SS_SEEK_MSG1	"A voice calls, ""Farflame the Dragonlord can destroy the Ice Crown."""
7	83	SS_SEEK_MSG2	"A voice calls, ""Fawkrin the Skulkrin can destroy the Ice Crown."""
7	84	SS_SEEK_MSG3	"A voice calls, ""Lorgrim the Wise can destroy the Ice Crown."""
7	85	SS_SEEK_MSG4	"A voice calls, ""Lake Mirrow can destroy the Ice Crown."""
7	86	SS_OBJECT_NAME	{obj:type} of {obj:name}
7	87	SS_OBJECT_POWER	whose power is in {obj:power}
7	88	SS_OBJECT_FULL_DESCRIPTION	the {obj:type} of {obj:name} whose power is in {obj:power}.
7	89	SS_VICTORY7	{lf}{crlf}{cr}Farflame the Dragonlord has destroyed the Ice Crown.{lf}{crlf}{cr}Victory to the Free! 
7	90	SS_MESSAGE8	{char:loc:terrain:prep} {char:loc:name} stands {char:longname}. {char:text:energy}. {char:text:courage}. {char:text:obj}. 
7	91	SS_CHARACTER_CANNOT_CONTINUE	%s and cannot continue
7	92	SS_TOKENS_DESPONDENT	despondent|despondent
7	93	SS_TOKENS_RECKLESS	reckless|reckless
7	94	SS_CHAR_DESPONDENCY_TIRED	{char:name} is {char:despondency} and {char:energy}.
7	95	SS_CHAR_LIEGE	{char:name}'s liege is {char:liege:longname}.
7	96	SS_CHAR_FOE	{char:name}'s foe is {char:foe:longname}.
7	97	SS_TOKENS_TRAITS	good|strong|forceful|generous|stubborn|brave|swift|loyal|evil|weak|reticent|greedy|fawning|cowardly|slow|treacherous|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
7	98	SS_TUNNEL	{case:first}{char:gender:heshe} stands in a tunnel looking {char:dir:name}.
7	99	SS_GROUP_LEADER	{case:first}{char:gender:heshe} is leading a group
7	100	SS_GROUP_FOLLOWER	{case:first}{char:gender:heshe} is following {char:following:longname}
