Version	Id	Symbol	Terrain	Flags	Location	Occupying Race	Race	Occupier	Owner	Type	Total	Min	Max	Strategical Success	Owner Success	Enemy Success	Influence	Respawn	land	warrior_0	warrior_1	warrior_2	warrior_3	warrior_4	warrior_5	warrior_6	warrior_7	warrior_8	warrior_9	warrior_10	warrior_11	warrior_12	warrior_13	warrior_14	warrior_15	land_war_state	land_realm	
7	12	SH_CASTLE_WESTERN	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Western	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	13	SH_CASTLE_MIDDLE	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Middle	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	14	SH_CASTLE_ULMOR	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Ulmor	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	15	SH_CASTLE_SKULLS	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Skulls	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	16	SH_CASTLE_SHINING	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Shining	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	17	SH_CASTLE_SILFAR	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Silfar	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	18	SH_CASTLE_GREY	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Grey	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	19	SH_CASTLE_EREGOTH	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Eregoth	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	20	SH_CASTLE_WEEPING	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Weeping	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	21	SH_CASTLE_FIRE	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Fire	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	22	SH_CASTLE_GALORWAIN	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Galorwain	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	23	SH_CASTLE_THARRAN	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Tharran	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	24	SH_CASTLE_MERMAIDS	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Mermaids	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	25	SH_CASTLE_SERPENTS	TN_CASTLE		"256,0"	RA_KITH	RA_KITH	CH_MORKIN	CH_MORKIN	UT_WARRIORS									Serpents	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	LS_AT_PEACE	The Witherlands	
7	26	SH_CITADEL_IMMIEL	TN_CITADEL	+knowledge	"47,71"	RA_GOLDEN_FEY	RA_GOLDEN_FEY	CH_GALAHAR	CH_GALAHAR	UT_WARRIORS	1000	100	1200						Immiel	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	LS_AT_PEACE	7	Glimormir
7	27	SH_CITADEL_RILLEON	TN_CITADEL	+knowledge	"149,52"	RA_ARAKAI	RA_ARAKAI	CH_ARAK	CH_ARAK	UT_WARRIORS	1000	100	1200						Rilleon	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Last 7	Northing
7	28	SH_CITADEL_MARANOR	TN_CITADEL	+knowledge	"145,220"	RA_DARK_FEY	RA_DARK_FEY	CH_TORANETH	CH_TORANETH	UT_WARRIORS	1000	100	1200						Maranor	0	0	0	0	0	0	0	0	0	0	0	0	10016	0	0	0	LS_AT_PEACE	7	The Marish
7	29	SH_CASTLE_CORELAY	TN_CASTLE	+knowledge	"7,12"	RA_FREE	RA_FREE	CH_MORKIN	CH_MORKIN	UT_WARRIORS	1000	100	1200						Corelay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	LS_AT_PEACE	Midnight	
7	30	SH_CASTLE_JADE	TN_CASTLE	+knowledge	"11,23"	RA_FREE	RA_FREE	CH_MORKIN	CH_MORKIN	UT_WARRIORS	1000	100	1200						Jade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	LS_AT_PEACE	Midnight	
7	31	SH_CASTLE_LAST	TN_CASTLE	+knowledge	"14,10"	RA_FREE	RA_FREE	CH_MORKIN	CH_MORKIN	UT_WARRIORS	1000	100	1200						Last	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	LS_AT_PEACE	Midnight	
7	32	SH_CITADEL_ERIFEL	TN_CITADEL	+knowledge	"33,24"	RA_KITH	RA_KITH	CH_SHARILA	CH_SHARILA	UT_WARRIORS	1000	100	1200						Erifel	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Witherlands	
7	33	SH_CASTLE_SAREON	TN_CASTLE	+knowledge	"54,11"	RA_KITH	RA_KITH	CH_TALMAR	CH_TALMAR	UT_WARRIORS	1000	100	1200						Sareon	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Witherlands	
7	34	SH_CASTLE_EOMIR	TN_CASTLE	+knowledge	"19,50"	RA_KITH	RA_KITH	CH_ORABRIN	CH_ORABRIN	UT_WARRIORS	1000	100	1200						Eomir	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Witherlands	
7	35	SH_CASTLE_RILNOR	TN_CASTLE	+knowledge	"62,39"	RA_ATHELING	RA_ATHELING	CH_GARAMOR	CH_GARAMOR	UT_WARRIORS	1000	100	1200						Rilnor	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Lee	
7	36	SH_CASTLE_THUMAR	TN_CASTLE	+knowledge	"105,14"	RA_ATHELING	RA_ATHELING	CH_EOTHOR	CH_EOTHOR	UT_WARRIORS	1000	100	1200						Thumar	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Lee
7	37	SH_CASTLE_SHARVIK	TN_CASTLE	+knowledge	"120,14"	RA_ATHELING	RA_ATHELING	CH_FORTHAR	CH_FORTHAR	UT_WARRIORS	1000	100	1200						Sharvik	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Lee
7	38	SH_CASTLE_IMILDRAL	TN_CASTLE	+knowledge	"129,37"	RA_ATHELING	RA_ATHELING	CH_ARANOR	CH_ARANOR	UT_WARRIORS	1000	100	1200						Imildral	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Lee
7	39	SH_CASTLE_ERENIM	TN_CASTLE	+knowledge	"151,15"	RA_LONG_DWARF	RA_LONG_DWARF	CH_SADLAK	CH_SADLAK	UT_WARRIORS	1000	100	1200						Erenim	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	40	SH_CASTLE_ISILFREY	TN_CASTLE	+knowledge	"147,31"	RA_LONG_DWARF	RA_LONG_DWARF	CH_RUGRAK	CH_RUGRAK	UT_WARRIORS	1000	100	1200						Isilfrey	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	41	SH_CASTLE_THORDROTH	TN_CASTLE	+knowledge	"126,71"	RA_LONG_DWARF	RA_LONG_DWARF	CH_ALAGRIM	CH_ALAGRIM	UT_WARRIORS	1000	100	1200						Thordroth	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	42	SH_CASTLE_GALORBARD	TN_CASTLE	+knowledge	"128,96"	RA_ARAKAI	RA_ARAKAI	CH_CORLANE	CH_CORLANE	UT_WARRIORS	1000	100	1200						Galorbard	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Last Northing
7	43	SH_CASTLE_CORLON	TN_CASTLE	+dead	"256,0"	RA_ARAKAI	RA_ARAKAI	CH_ILDRAR	CH_ILDRAR	UT_WARRIORS	1000	100	1200						Corlon	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Last 7	Northing
7	44	SH_CASTLE_FARWAIN	TN_CASTLE	+knowledge	"106,94"	RA_LONG_DWARF	RA_LONG_DWARF	CH_OLTHRUDA	CH_OLTHRUDA	UT_WARRIORS	1000	100	1200						Farwain	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	45	SH_CASTLE_MARALAN	TN_CASTLE	+knowledge	"112,106"	RA_DAWN_FEY	RA_DAWN_FEY	CH_ILDRAR	CH_ILDRAR	UT_WARRIORS	1000	100	1200						Maralan	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Dawnwood
7	46	SH_CITADEL_BEOMIR	TN_CITADEL	+knowledge	"73,115"	RA_LONG_DWARF	RA_LONG_DWARF	CH_OGLIM	CH_OGLIM	UT_WARRIORS	1000	100	1200						Beomir	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	47	SH_CASTLE_CEREMELTH	TN_CASTLE	+knowledge	"77,93"	RA_ATHELING	RA_ATHELING	CH_ILVAR	CH_ILVAR	UT_WARRIORS	1000	100	1200						Ceremelth	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Lee
7	48	SH_CASTLE_CARAFEL	TN_CASTLE	+knowledge	"91,121"	RA_DAWN_FEY	RA_DAWN_FEY	CH_ALOROTH	CH_ALOROTH	UT_WARRIORS	1000	100	1200						Carafel	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Dawnwood
7	49	SH_CASTLE_SARADWIN	TN_CASTLE	+knowledge	"60,129"	RA_LONG_DWARF	RA_LONG_DWARF	CH_GRUMRUD	CH_GRUMRUD	UT_WARRIORS	1000	100	1200						Saradwin	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	50	SH_CASTLE_EMERTHEN	TN_CASTLE	+knowledge	"93,137"	RA_DAWN_FEY	RA_DAWN_FEY	CH_ITAR	CH_ITAR	UT_WARRIORS	1000	100	1200						Emerthen	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Dawnwood
7	51	SH_CASTLE_SCARADIR	TN_CASTLE	+knowledge	"74,142"	RA_LONG_DWARF	RA_LONG_DWARF	CH_ULGRUD	CH_ULGRUD	UT_WARRIORS	1000	100	1200						Scaradir	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Long Mountains
7	52	SH_CASTLE_MERANOR	TN_CASTLE	+knowledge	"59,99"	RA_ELDRIN	RA_ELDRIN	CH_SHERINAR	CH_SHERINAR	UT_WARRIORS	1000	100	1200						Meranor	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	Eldmark	
7	53	SH_CASTLE_ARELBAN	TN_CASTLE	+knowledge	"8,73"	RA_ELDRIN	RA_ELDRIN	CH_AREMELA	CH_AREMELA	UT_WARRIORS	1000	100	1200						Arelban	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	Eldmark	
7	54	SH_CITADEL_ARUNVERE	TN_CITADEL	+knowledge	"21,105"	RA_ELDRIN	RA_ELDRIN	CH_CARITHILA	CH_CARITHILA	UT_WARRIORS	1000	100	1200						Arunvere	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Eldmark
7	55	SH_CASTLE_ERILAN	TN_CASTLE	+knowledge	"28,123"	RA_ELDRIN	RA_ELDRIN	CH_AVILA	CH_AVILA	UT_WARRIORS	1000	100	1200						Erilan	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Eldmark
7	56	SH_CASTLE_ELINVAR	TN_CASTLE	+knowledge	"18,128"	RA_HIGH_FEY	RA_HIGH_FEY	CH_ARITHEL	CH_ARITHEL	UT_WARRIORS	1000	100	1200						Elinvar	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Wierdwood
7	57	SH_CASTLE_ARELMAR	TN_CASTLE	+knowledge	"8,142"	RA_HIGH_FEY	RA_HIGH_FEY	CH_MELKRITH	CH_MELKRITH	UT_WARRIORS	1000	100	1200						Arelmar	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Wierdwood
7	58	SH_CITADEL_SHIMMERING	TN_CITADEL	+knowledge	"41,153"	RA_HIGH_FEY	RA_HIGH_FEY	CH_JARLETH	CH_JARLETH	UT_WARRIORS	1000	100	1200						Shimmering	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Wierdwood
7	59	SH_CASTLE_FORGOTTEN	TN_CASTLE	+knowledge	"19,158"	RA_HIGH_FEY	RA_HIGH_FEY	CH_ASHOLETH	CH_ASHOLETH	UT_WARRIORS	1000	100	1200						Forgotten	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Wierdwood
7	60	SH_CASTLE_WHISPERING	TN_CASTLE	+knowledge	"19,169"	RA_HIGH_FEY	RA_HIGH_FEY	CH_ILARETH	CH_ILARETH	UT_WARRIORS	1000	100	1200						Whispering	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Wierdwood
7	61	SH_CASTLE_FOREVER	TN_CASTLE	+knowledge	"13,181"	RA_HIGH_FEY	RA_HIGH_FEY	CH_ANDREMAR	CH_ANDREMAR	UT_WARRIORS	1000	100	1200						Forever	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Wierdwood
7	62	SH_CASTLE_GOLDEN	TN_CASTLE	+knowledge	"48,175"	RA_HIGH_FEY	RA_HIGH_FEY	CH_GALDRETH	CH_GALDRETH	UT_WARRIORS	1000	100	1200						Golden	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Wierdwood
7	63	SH_CASTLE_FINFYR	TN_CASTLE	+knowledge	"31,190"	RA_GELMING	RA_GELMING	CH_WYTHRAN	CH_WYTHRAN	UT_WARRIORS	1000	100	1200						Finfyr	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	LS_AT_PEACE	The 7	Gelm
7	64	SH_CASTLE_GEREMIEL	TN_CASTLE	+knowledge	"14,219"	RA_GELMING	RA_GELMING	CH_HOON	CH_HOON	UT_WARRIORS	1000	100	1200						Geremiel	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	LS_AT_PEACE	The 7	Gelm
7	65	SH_CITADEL_SAMARAND	TN_CITADEL	+knowledge	"36,246"	RA_GELMING	RA_GELMING	CH_AMARIN	CH_AMARIN	UT_WARRIORS	1000	100	1200						Samarand	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	LS_AT_PEACE	7	The Gelm
7	66	SH_CASTLE_EMERGELM	TN_CASTLE	+knowledge	"7,237"	RA_GELMING	RA_GELMING	CH_ELESSA	CH_ELESSA	UT_WARRIORS	1000	100	1200						Emergelm	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	LS_AT_PEACE	The 7	Gelm
7	67	SH_CASTLE_ILDEMAR	TN_CASTLE	+knowledge	"55,220"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_BORAGRIM	CH_BORAGRIM	UT_WARRIORS	1000	100	1200						Ildemar	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	7	LS_AT_PEACE	The Deeping
7	68	SH_CASTLE_ZARAGORN	TN_CASTLE	+knowledge	"79,241"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_THALGRIMA	CH_THALGRIMA	UT_WARRIORS	1000	100	1200						Zaragorn	0	0	0	0	0	0	0	0	0	0	57	0	0	7	0	0	0	LS_AT_PEACE	The Deeping
7	69	SH_CASTLE_GILGRATH	TN_CASTLE	+knowledge	"91,244"	RA_GELMING	RA_GELMING	CH_MARIK	CH_MARIK	UT_WARRIORS	1000	100	1200						Gilgrath	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	LS_AT_PEACE	7	The Gelm
7	70	SH_CASTLE_THARN	TN_CASTLE	+knowledge	"90,204"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_ULGRIM	CH_ULGRIM	UT_WARRIORS	1000	100	1200						Tharn	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	7	LS_AT_PEACE	The Deeping
7	71	SH_CASTLE_SHARENOR	TN_CASTLE	+knowledge	"40,204"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_MOGRAK	CH_MOGRAK	UT_WARRIORS	1000	100	1200						Sharenor	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	7	0	LS_AT_PEACE	The Deeping
7	72	SH_CASTLE_ARARAK	TN_CASTLE	+knowledge	"71,174"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_GOLGUD	CH_GOLGUD	UT_WARRIORS	1000	100	1200						Ararak	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	7	LS_AT_PEACE	The Deeping
7	73	SH_CITADEL_THUNDER	TN_CITADEL	+knowledge	"88,162"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_NORGRIM	CH_NORGRIM	UT_WARRIORS	1000	100	1200						Thunder	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	7	LS_AT_PEACE	The Deeping
7	74	SH_CASTLE_DAWN	TN_CASTLE	+knowledge	"98,187"	RA_DEEPING_DWARF	RA_DEEPING_DWARF	CH_ALUTHRIM	CH_ALUTHRIM	UT_WARRIORS	1000	100	1200						Dawn	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	7	LS_AT_PEACE	The Deeping
7	75	SH_CASTLE_MERIKITH	TN_CASTLE	+knowledge	"52,140"	RA_HIGH_FEY	RA_HIGH_FEY	CH_EMEDREL	CH_EMEDREL	UT_WARRIORS	1000	100	1200						Merikith	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Wierdwood
7	76	SH_CASTLE_ARADEL	TN_CASTLE	+knowledge	"60,159"	RA_HIGH_FEY	RA_HIGH_FEY	CH_ALARGRITH	CH_ALARGRITH	UT_WARRIORS	1000	100	1200						Aradel	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Wierdwood
7	77	SH_CASTLE_VALGRORN	TN_CASTLE	+knowledge	"120,206"	RA_DARK_FEY	RA_DARK_FEY	CH_SKYRDRETH	CH_SKYRDRETH	UT_WARRIORS	1000	100	1200						Valgrorn	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	7	LS_AT_PEACE	The Marish
7	78	SH_CASTLE_MALGOR	TN_CASTLE	+knowledge	"134,182"	RA_DARK_FEY	RA_DARK_FEY	CH_URSKRETH	CH_URSKRETH	UT_WARRIORS	1000	100	1200						Malgor	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	LS_AT_PEACE	The 7	Marish
7	79	SH_CASTLE_DWARDOR	TN_CASTLE	+knowledge	"118,188"	RA_DARK_FEY	RA_DARK_FEY	CH_MIRGRATH	CH_MIRGRATH	UT_WARRIORS	1000	100	1200						Dwardor	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	LS_AT_PEACE	The 7	Marish
7	80	SH_CASTLE_DEATH	TN_CASTLE	+knowledge	"133,199"	RA_DARK_FEY	RA_DARK_FEY	CH_DARGRITH	CH_DARGRITH	UT_WARRIORS	1000	100	1200						Death	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	LS_AT_PEACE	The 7	Marish
7	81	SH_CASTLE_BARATHOR	TN_CASTLE	+knowledge	"171,190"	RA_DARK_FEY	RA_DARK_FEY	CH_AKRITH	CH_AKRITH	UT_WARRIORS	1000	100	1200						Barathor	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	LS_AT_PEACE	7	The Marish
7	82	SH_CASTLE_BURNING	TN_CASTLE	+knowledge	"150,247"	RA_DARK_FEY	RA_DARK_FEY	CH_URGORETH	CH_URGORETH	UT_WARRIORS	1000	100	1200						Burning	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	LS_AT_PEACE	The 7	Marish
7	83	SH_CASTLE_RAVENS	TN_CASTLE	+knowledge	"131,234"	RA_DARK_FEY	RA_DARK_FEY	CH_GRALETH	CH_GRALETH	UT_WARRIORS	1000	100	1200						Ravens	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	LS_AT_PEACE	The 7	Marish
7	84	SH_CASTLE_IRON	TN_CASTLE	+knowledge	"174,205"	RA_GIANT	RA_GIANT	CH_MUGLUM	CH_MUGLUM	UT_WARRIORS	1000	100	1200						Iron	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	85	SH_CASTLE_TARK	TN_CASTLE	+knowledge	"185,214"	RA_GIANT	RA_GIANT	CH_SLORUM	CH_SLORUM	UT_WARRIORS	1000	100	1200						Tark	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	86	SH_CASTLE_ATHRUK	TN_CASTLE	+knowledge	"190,227"	RA_GIANT	RA_GIANT	CH_MELINISSA	CH_MELINISSA	UT_WARRIORS	1000	100	1200						Athruk	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	7	LS_AT_PEACE	The Delve
7	87	SH_CASTLE_THORDRIN	TN_CASTLE	+knowledge	"205,227"	RA_GIANT	RA_GIANT	CH_MORGRISSA	CH_MORGRISSA	UT_WARRIORS	1000	100	1200						Thordrin	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	7	LS_AT_PEACE	The Delve
7	88	SH_CASTLE_STORMS	TN_CASTLE	+knowledge	"232,202"	RA_GIANT	RA_GIANT	CH_SNORGLUM	CH_SNORGLUM	UT_WARRIORS	1000	100	1200						Storms	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	89	SH_CASTLE_BIG	TN_CASTLE	+knowledge	"222,201"	RA_GIANT	RA_GIANT	CH_BORLUM	CH_BORLUM	UT_WARRIORS	1000	100	1200						Big	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	LS_AT_PEACE	The Delve	
7	90	SH_CASTLE_CORTH	TN_CASTLE	+knowledge	"208,198"	RA_GIANT	RA_GIANT	CH_OLAGRUM	CH_OLAGRUM	UT_WARRIORS	1000	100	1200						Corth	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	91	SH_CITADEL_SKIROL	TN_CITADEL	+knowledge	"210,211"	RA_GIANT	RA_GIANT	CH_BORGALUG	CH_BORGALUG	UT_WARRIORS	1000	100	1200						Skirol	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	LS_AT_PEACE	The 7	Delve
