Version	Id	Symbol	Flags	Location	Kills	Name	Description	Use Description	Carried By	Type	Power
1	18	OB_THORNS		0,0		Thorns	the Thorns of Despair			OT_NONE	OP_FULL_DESPONDANCE
1	19	OB_BLOOD		0,0		Blood	the Blood of Courage			OT_NONE	OP_NO_DESPONDANCE
1	20	OB_LANGUOR		0,0		Languor	the Langour of Death			OT_NONE	OP_FULL_TIREDNESS
1	21	OB_SPRINGS		0,0		Springs	the Springs of Life			OT_NONE	OP_FULL_TIREDNESS
1	22	OB_CROWN_VARENAND	PICKUP+DROP+UNIQUE+RECRUITMENT+RANDOMSTART	0,0		Varenand	{str:86}			OT_CROWN	OP_PERSUASION
1	23	OB_CROWN_CARUDRIUM	PICKUP+DROP+UNIQUE+RECRUITMENT+RANDOMSTART	0,0		Carudrium	{str:86}			OT_CROWN	OP_PERSUASION
1	24	OB_SPELL_THIGRORN	PICKUP+DROP+UNIQUE+RECRUITMENT+RANDOMSTART	0,0		Thigrorn	{str:86}			OT_SPELL	OP_SWIFTNESS
1	25	OB_RUNES_FINORN	PICKUP+DROP+UNIQUE+RECRUITMENT+RANDOMSTART	0,0		Finorn	{str:86}			OT_RUNES	OP_PROTECTION
1	26	OB_CROWN_IMIRIEL	PICKUP+DROP+UNIQUE+RECRUITMENT+RANDOMSTART	0,0		Imiriel	{str:86}			OT_CROWN	OP_PERSUASION
1	27	OB_HAMMER_IMGARORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgarorn	{str:86}			OT_HAMMER	OP_BATTLE
1	28	OB_HAMMER_IMGORMAD	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgormad	{str:86}			OT_HAMMER	OP_BATTLE
1	29	OB_SWORD_MALISANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Malisane	{str:86}			OT_SWORD	OP_BATTLE
1	30	OB_SWORD_ANVIREON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Anvireon	{str:86}			OT_SWORD	OP_BATTLE
1	31	OB_SWORD_TALORMANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Talormane	{str:86}			OT_SWORD	OP_BATTLE
1	32	OB_SWORD_IMILDRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imildrorn	{str:86}			OT_SWORD	OP_BATTLE
1	33	OB_SWORD_CARORTHAD	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carorthad	{str:86}			OT_SWORD	OP_BATTLE
1	34	OB_SWORD_USHUDRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ushudrarg	{str:86}			OT_SWORD	OP_BATTLE
1	35	OB_HAMMER_GLORMEON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glormeon	{str:86}			OT_HAMMER	OP_BATTLE
1	36	OB_HAMMER_THORMUK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thormuk	{str:86}			OT_HAMMER	OP_BATTLE
1	37	OB_SWORD_IMGARIL	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgaril	{str:86}			OT_SWORD	OP_BATTLE
1	38	OB_HAMMER_OBULARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Obularg	{str:86}			OT_HAMMER	OP_BATTLE
1	39	OB_SWORD_THIGRIM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thigrim	{str:86}			OT_SWORD	OP_BATTLE
1	40	OB_SWORD_LORELORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Lorelorn	{str:86}			OT_SWORD	OP_BATTLE
1	41	OB_SWORD_KAHANGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Kahangrorn	{str:86}			OT_SWORD	OP_BATTLE
1	42	OB_SWORD_MALIRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Malirarg	{str:86}			OT_SWORD	OP_BATTLE
1	43	OB_HAMMER_IMATRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imatrorn	{str:86}			OT_HAMMER	OP_BATTLE
1	44	OB_HAMMER_ASORTHANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Asorthane	{str:86}			OT_HAMMER	OP_BATTLE
1	45	OB_SWORD_IMASHARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imasharg	{str:86}			OT_SWORD	OP_BATTLE
1	46	OB_SWORD_TORANGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Torangrorn	{str:86}			OT_SWORD	OP_BATTLE
1	47	OB_SWORD_SORTHARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Sortharg	{str:86}			OT_SWORD	OP_BATTLE
1	48	OB_SWORD_ZARASHAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Zarashand	{str:86}			OT_SWORD	OP_BATTLE
1	49	OB_SWORD_GLORORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glororn	{str:86}			OT_SWORD	OP_BATTLE
1	50	OB_SWORD_MALORTHAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Malorthand	{str:86}			OT_SWORD	OP_BATTLE
1	51	OB_HAMMER_VARANGRIM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Varangrim	{str:86}			OT_HAMMER	OP_BATTLE
1	52	OB_SWORD_SIGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Sigrorn	{str:86}			OT_SWORD	OP_BATTLE
1	53	OB_SWORD_HAGUDRAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Hagudrak	{str:86}			OT_SWORD	OP_BATTLE
1	54	OB_SWORD_BERUDRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Berudrarg	{str:86}			OT_SWORD	OP_BATTLE
1	55	OB_SWORD_IMGUDRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgudrorn	{str:86}			OT_SWORD	OP_BATTLE
1	56	OB_SWORD_TALORTHANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Talorthane	{str:86}			OT_SWORD	OP_BATTLE
1	57	OB_SWORD_MORANGRIM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Morangrim	{str:86}			OT_SWORD	OP_BATTLE
1	58	OB_HAMMER_OBORTHARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Obortharg	{str:86}			OT_HAMMER	OP_BATTLE
1	59	OB_HAMMER_GLORTHEON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glortheon	{str:86}			OT_HAMMER	OP_BATTLE
1	60	OB_SWORD_ULFANGRUK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ulfangruk	{str:86}			OT_SWORD	OP_BATTLE
1	61	OB_SWORD_MALARORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Malarorn	{str:86}			OT_SWORD	OP_BATTLE
1	62	OB_SWORD_GANORMARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ganormarg	{str:86}			OT_SWORD	OP_BATTLE
1	63	OB_HAMMER_BERORTHIM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Berorthim	{str:86}			OT_HAMMER	OP_BATTLE
1	64	OB_SWORD_FIRIM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Firim	{str:86}			OT_SWORD	OP_BATTLE
1	65	OB_SWORD_GLIREON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glireon	{str:86}			OT_SWORD	OP_BATTLE
1	66	OB_SWORD_KAHANGRIEL	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Kahangriel	{str:86}			OT_SWORD	OP_BATTLE
1	67	OB_SWORD_KAHUDRUK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Kahudruk	{str:86}			OT_SWORD	OP_BATTLE
1	68	OB_SWORD_LORORTHANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Lororthane	{str:86}			OT_SWORD	OP_BATTLE
1	69	OB_SWORD_MALIRANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Malirane	{str:86}			OT_SWORD	OP_BATTLE
1	70	OB_SWORD_KAHUDRUN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Kahudrun	{str:86}			OT_SWORD	OP_BATTLE
1	71	OB_HAMMER_ULFORMANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ulformane	{str:86}			OT_HAMMER	OP_BATTLE
1	72	OB_AXE_HAGILDRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Hagildrorn	{str:86}			OT_AXE	OP_BATTLE
1	73	OB_SWORD_THILDRESH	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thildresh	{str:86}			OT_SWORD	OP_BATTLE
1	74	OB_SWORD_GLORMARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glormarg	{str:86}			OT_SWORD	OP_BATTLE
1	75	OB_SWORD_CARORAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carorand	{str:86}			OT_SWORD	OP_BATTLE
1	76	OB_HAMMER_CARANGRANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carangrane	{str:86}			OT_HAMMER	OP_BATTLE
1	77	OB_HAMMER_THANGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thangrorn	{str:86}			OT_HAMMER	OP_BATTLE
1	78	OB_SWORD_MALORMUN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Malormun	{str:86}			OT_SWORD	OP_BATTLE
1	79	OB_SWORD_VARORMANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Varormane	{str:86}			OT_SWORD	OP_BATTLE
1	80	OB_HAMMER_IMGENARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgenarg	{str:86}			OT_HAMMER	OP_BATTLE
1	81	OB_HAMMER_THORARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thorarg	{str:86}			OT_HAMMER	OP_BATTLE
1	82	OB_SWORD_THIRIUM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thirium	{str:86}			OT_SWORD	OP_BATTLE
1	83	OB_SWORD_FENARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Fenarg	{str:86}			OT_SWORD	OP_BATTLE
1	84	OB_AXE_IMGORARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgorarg	{str:86}			OT_AXE	OP_BATTLE
1	85	OB_HAMMER_TORELAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Torelak	{str:86}			OT_HAMMER	OP_BATTLE
1	86	OB_AXE_TORORMARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Torormarg	{str:86}			OT_AXE	OP_BATTLE
1	87	OB_SWORD_USHANGRANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ushangrane	{str:86}			OT_SWORD	OP_BATTLE
1	88	OB_SWORD_FANGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Fangrorn	{str:86}			OT_SWORD	OP_BATTLE
1	89	OB_SWORD_CARANGRESH	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carangresh	{str:86}			OT_SWORD	OP_BATTLE
1	90	OB_HAMMER_ANVILDRAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Anvildrak	{str:86}			OT_HAMMER	OP_BATTLE
1	91	OB_SWORD_ANVARORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Anvarorn	{str:86}			OT_SWORD	OP_BATTLE
1	92	OB_AXE_HAGUDRIL	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Hagudril	{str:86}			OT_AXE	OP_BATTLE
1	93	OB_HAMMER_GANIGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ganigrorn	{str:86}			OT_HAMMER	OP_BATTLE
1	94	OB_AXE_BERANGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Berangrorn	{str:86}			OT_AXE	OP_BATTLE
1	95	OB_HAMMER_FENORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Fenorn	{str:86}			OT_HAMMER	OP_BATTLE
1	96	OB_HAMMER_SILDRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Sildrorn	{str:86}			OT_HAMMER	OP_BATTLE
1	97	OB_AXE_CARORTHAY	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carorthay	{str:86}			OT_AXE	OP_BATTLE
1	98	OB_SPEAR_GLORTHARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glortharg	{str:86}			OT_SPEAR	OP_BATTLE
1	99	OB_SPEAR_THORTHEON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thortheon	{str:86}			OT_SPEAR	OP_BATTLE
1	100	OB_AXE_GLORMANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Glormane	{str:86}			OT_AXE	OP_BATTLE
1	101	OB_AXE_GLORUK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Gloruk	{str:86}			OT_AXE	OP_BATTLE
1	102	OB_AXE_GLUDREON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Gludreon	{str:86}			OT_AXE	OP_BATTLE
1	103	OB_AXE_THUDRUN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thudrun	{str:86}			OT_AXE	OP_BATTLE
1	104	OB_AXE_TORELORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Torelorn	{str:86}			OT_AXE	OP_BATTLE
1	105	OB_AXE_THATRUK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thatruk	{str:86}			OT_AXE	OP_BATTLE
1	106	OB_SPEAR_CARORMAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carormand	{str:86}			OT_SPEAR	OP_BATTLE
1	107	OB_AXE_LORANGRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Lorangrarg	{str:86}			OT_AXE	OP_BATTLE
1	108	OB_AXE_THELAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thelak	{str:86}			OT_AXE	OP_BATTLE
1	109	OB_AXE_IMANGRUK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imangruk	{str:86}			OT_AXE	OP_BATTLE
1	110	OB_AXE_GLIGRIL	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Gligril	{str:86}			OT_AXE	OP_BATTLE
1	111	OB_SPEAR_THANGRAD	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thangrad	{str:86}			OT_SPEAR	OP_BATTLE
1	112	OB_AXE_IMULORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imulorn	{str:86}			OT_AXE	OP_BATTLE
1	113	OB_AXE_THIGRAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thigrak	{str:86}			OT_AXE	OP_BATTLE
1	114	OB_SPEAR_LORANGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Lorangrorn	{str:86}			OT_SPEAR	OP_BATTLE
1	115	OB_SPEAR_VARATRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Varatrarg	{str:86}			OT_SPEAR	OP_BATTLE
1	116	OB_AXE_IMELORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imelorn	{str:86}			OT_AXE	OP_BATTLE
1	117	OB_AXE_ULFANGRAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Ulfangrak	{str:86}			OT_AXE	OP_BATTLE
1	118	OB_SPEAR_THORTHAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thorthak	{str:86}			OT_SPEAR	OP_BATTLE
1	119	OB_BOW_THORMAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thormand	{str:86}			OT_BOW	OP_BATTLE
1	120	OB_SPEAR_ANVORTHUN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Anvorthun	{str:86}			OT_SPEAR	OP_BATTLE
1	121	OB_BOW_IMGORMAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgormand	{str:86}			OT_BOW	OP_BATTLE
1	122	OB_BOW_CARORTHORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carorthorn	{str:86}			OT_BOW	OP_BATTLE
1	123	OB_SPEAR_IMGORAD	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgorad	{str:86}			OT_SPEAR	OP_BATTLE
1	124	OB_BOW_TORORTHANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Tororthane	{str:86}			OT_BOW	OP_BATTLE
1	125	OB_BOW_IMORTHORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imorthorn	{str:86}			OT_BOW	OP_BATTLE
1	126	OB_BOW_BERORMORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Berormorn	{str:86}			OT_BOW	OP_BATTLE
1	127	OB_SPEAR_FIRAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Firak	{str:86}			OT_SPEAR	OP_BATTLE
1	128	OB_BOW_MORILDRANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Morildrane	{str:86}			OT_BOW	OP_BATTLE
1	129	OB_BOW_THIGRAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thigrand	{str:86}			OT_BOW	OP_BATTLE
1	130	OB_SPEAR_KAHUDRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Kahudrarg	{str:86}			OT_SPEAR	OP_BATTLE
1	131	OB_BOW_LORANGRIEL	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Lorangriel	{str:86}			OT_BOW	OP_BATTLE
1	132	OB_BOW_CARORTHANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carorthane	{str:86}			OT_BOW	OP_BATTLE
1	133	OB_BOW_THORTHAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thorthand	{str:86}			OT_BOW	OP_BATTLE
1	134	OB_BOW_BERORMANE	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Berormane	{str:86}			OT_BOW	OP_BATTLE
1	135	OB_BOW_IMGORMIEL	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgormiel	{str:86}			OT_BOW	OP_BATTLE
1	136	OB_SPEAR_CARENEON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Careneon	{str:86}			OT_SPEAR	OP_BATTLE
1	137	OB_SPEAR_VARANGRAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Varangrand	{str:86}			OT_SPEAR	OP_BATTLE
1	138	OB_BOW_IMGORTHAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgorthand	{str:86}			OT_BOW	OP_BATTLE
1	139	OB_BOW_LORANGRIM	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Lorangrim	{str:86}			OT_BOW	OP_BATTLE
1	140	OB_BOW_THARAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Tharand	{str:86}			OT_BOW	OP_BATTLE
1	141	OB_SPEAR_TORINARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Torinarg	{str:86}			OT_SPEAR	OP_BATTLE
1	142	OB_BOW_IMORTHESH	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imorthesh	{str:86}			OT_BOW	OP_BATTLE
1	143	OB_SPEAR_ANVORTHEON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Anvortheon	{str:86}			OT_SPEAR	OP_BATTLE
1	144	OB_BOW_OBIREON	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Obireon	{str:86}			OT_BOW	OP_BATTLE
1	145	OB_HAMMER_OBIGRORN	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Obigrorn	{str:86}			OT_HAMMER	OP_BATTLE
1	146	OB_SWORD_IMGASHARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Imgasharg	{str:86}			OT_SWORD	OP_BATTLE
1	147	OB_SWORD_THANGRARG	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Thangrarg	{str:86}			OT_SWORD	OP_BATTLE
1	148	OB_SPEAR_KAHUDRAK	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Kahudrak	{str:86}			OT_SPEAR	OP_BATTLE
1	149	OB_BOW_CARORTHAND	PICKUP+DROP+UNIQUE+RANDOMSTART	0,0		Carorthand	{str:86}			OT_BOW	OP_BATTLE
