Version	Id	Symbol	Flags	Location	Occupying Race	Race	Type	Total	Min	Max	Strategical Success	Owner Success	Enemy Success	Influence	Respawn	Occupier	Owner	Terrain	Energy	Loyalty
1	39	SH_FORTRESS_ULFANGRUK		38,23	RA_ICELORD	RA_ICELORD	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_ULFANGRUK	CH_ULFANGRUK	TN_FORTRESS	180	RA_ICELORD
1	40	SH_FORTRESS_MALARORN		43,23	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_MALARORN	CH_MALARORN	TN_FORTRESS	180	RA_ICELORD
1	41	SH_FORTRESS_GANORMARG		62,24	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_GANORMARG	CH_GANORMARG	TN_FORTRESS	180	RA_ICELORD
1	42	SH_FORTRESS_BERORTHIM		7,26	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_BERORTHIM	CH_BERORTHIM	TN_FORTRESS	180	RA_GIANT
1	43	SH_FORTRESS_FIRIM		56,26	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_FIRIM	CH_FIRIM	TN_FORTRESS	180	RA_ICELORD
1	44	SH_CITY_GLIREON		48,27	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_GLIREON	CH_GLIREON	TN_CITY	180	RA_ICELORD
1	45	SH_FORTRESS_KAHANGRIEL		32,28	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_KAHANGRIEL	CH_KAHANGRIEL	TN_FORTRESS	180	RA_ICELORD
1	46	SH_FORTRESS_KAHUDRUK		60,28	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_KAHUDRUK	CH_KAHUDRUK	TN_FORTRESS	180	RA_ICELORD
1	47	SH_FORTRESS_LORORTHANE		39,29	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_LORORTHANE	CH_LORORTHANE	TN_FORTRESS	180	RA_ICELORD
1	48	SH_FORTRESS_MALIRANE		47,29	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_MALIRANE	CH_MALIRANE	TN_FORTRESS	180	RA_ICELORD
1	49	SH_FORTRESS_KAHUDRUN		29,30	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_KAHUDRUN	CH_KAHUDRUN	TN_FORTRESS	180	RA_ICELORD
1	50	SH_FORTRESS_ULFORMANE		25,31	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_ULFORMANE	CH_ULFORMANE	TN_FORTRESS	180	RA_GIANT
1	51	SH_FORTRESS_HAGILDRORN		32,31	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_HAGILDRORN	CH_HAGILDRORN	TN_FORTRESS	180	RA_DWARF
1	52	SH_FORTRESS_THILDRESH		43,31	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_THILDRESH	CH_THILDRESH	TN_FORTRESS	180	RA_ICELORD
1	53	SH_CITY_GLORMARG		47,32	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_GLORMARG	CH_GLORMARG	TN_CITY	180	RA_ICELORD
1	54	SH_FORTRESS_CARORAND		57,32	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_CARORAND	CH_CARORAND	TN_FORTRESS	180	RA_ICELORD
1	55	SH_CITY_CARANGRANE		7,33	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_CARANGRANE	CH_CARANGRANE	TN_CITY	180	RA_GIANT
1	56	SH_FORTRESS_THANGRORN		3,34	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THANGRORN	CH_THANGRORN	TN_FORTRESS	180	RA_GIANT
1	57	SH_FORTRESS_MALORMUN		46,34	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_MALORMUN	CH_MALORMUN	TN_FORTRESS	180	RA_ICELORD
1	58	SH_FORTRESS_VARORMANE		61,34	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_VARORMANE	CH_VARORMANE	TN_FORTRESS	180	RA_ICELORD
1	59	SH_CITY_IMGENARG		14,35	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_IMGENARG	CH_IMGENARG	TN_CITY	180	RA_GIANT
1	60	SH_FORTRESS_THORARG		22,35	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THORARG	CH_THORARG	TN_FORTRESS	180	RA_GIANT
1	61	SH_CITY_THIRIUM		55,36	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_THIRIUM	CH_THIRIUM	TN_CITY	180	RA_ICELORD
1	62	SH_FORTRESS_FENARG		50,38	RA_ICELORD	RA_ICELORD	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_FENARG	CH_FENARG	TN_FORTRESS	180	RA_ICELORD
1	63	SH_CITY_IMGORARG		35,39	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_IMGORARG	CH_IMGORARG	TN_CITY	180	RA_DWARF
1	64	SH_FORTRESS_TORELAK		18,40	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_TORELAK	CH_TORELAK	TN_FORTRESS	180	RA_GIANT
1	65	SH_FORTRESS_TORORMARG		32,40	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_TORORMARG	CH_TORORMARG	TN_FORTRESS	180	RA_DWARF
1	66	SH_FORTRESS_USHANGRANE		56,40	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_USHANGRANE	CH_USHANGRANE	TN_FORTRESS	180	RA_ICELORD
1	67	SH_CITY_FANGRORN		52,41	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_FANGRORN	CH_FANGRORN	TN_CITY	180	RA_ICELORD
1	68	SH_CITY_CARANGRESH		63,41	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_CARANGRESH	CH_CARANGRESH	TN_CITY	180	RA_ICELORD
1	69	SH_CITY_ANVILDRAK		8,42	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_ANVILDRAK	CH_ANVILDRAK	TN_CITY	180	RA_GIANT
1	70	SH_FORTRESS_ANVARORN		49,42	RA_ICELORD	RA_ICELORD	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_ANVARORN	CH_ANVARORN	TN_FORTRESS	180	RA_ICELORD
1	71	SH_FORTRESS_HAGUDRIL		45,44	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_HAGUDRIL	CH_HAGUDRIL	TN_FORTRESS	180	RA_DWARF
1	72	SH_FORTRESS_GANIGRORN		20,45	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_GANIGRORN	CH_GANIGRORN	TN_FORTRESS	180	RA_GIANT
1	73	SH_FORTRESS_BERANGRORN		24,45	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_BERANGRORN	CH_BERANGRORN	TN_FORTRESS	180	RA_DWARF
1	74	SH_FORTRESS_FENORN		9,46	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_FENORN	CH_FENORN	TN_FORTRESS	180	RA_GIANT
1	75	SH_FORTRESS_SILDRORN		2,47	RA_GIANT	RA_GIANT	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_SILDRORN	CH_SILDRORN	TN_FORTRESS	180	RA_GIANT
1	76	SH_CITY_CARORTHAY		53,47	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_CARORTHAY	CH_CARORTHAY	TN_CITY	180	RA_DWARF
1	77	SH_FORTRESS_GLORTHARG		3,50	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_GLORTHARG	CH_GLORTHARG	TN_FORTRESS	180	RA_BARBARIAN
1	78	SH_FORTRESS_THORTHEON		18,50	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_THORTHEON	CH_THORTHEON	TN_FORTRESS	180	RA_BARBARIAN
1	79	SH_CITY_GLORMANE		31,50	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_GLORMANE	CH_GLORMANE	TN_CITY	180	RA_DWARF
1	80	SH_FORTRESS_GLORUK		22,51	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_GLORUK	CH_GLORUK	TN_FORTRESS	180	RA_DWARF
1	81	SH_FORTRESS_GLUDREON		64,51	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_GLUDREON	CH_GLUDREON	TN_FORTRESS	180	RA_DWARF
1	82	SH_FORTRESS_THUDRUN		48,53	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THUDRUN	CH_THUDRUN	TN_FORTRESS	180	RA_DWARF
1	83	SH_FORTRESS_TORELORN		33,56	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_TORELORN	CH_TORELORN	TN_FORTRESS	180	RA_DWARF
1	84	SH_FORTRESS_THATRUK		36,56	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THATRUK	CH_THATRUK	TN_FORTRESS	180	RA_DWARF
1	85	SH_CITY_CARORMAND		9,57	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_CARORMAND	CH_CARORMAND	TN_CITY	180	RA_BARBARIAN
1	86	SH_CITY_LORANGRARG		48,57	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_LORANGRARG	CH_LORANGRARG	TN_CITY	180	RA_DWARF
1	87	SH_FORTRESS_THELAK		24,59	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THELAK	CH_THELAK	TN_FORTRESS	180	RA_DWARF
1	88	SH_FORTRESS_IMANGRUK		50,61	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_IMANGRUK	CH_IMANGRUK	TN_FORTRESS	180	RA_DWARF
1	89	SH_FORTRESS_GLIGRIL		61,61	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_GLIGRIL	CH_GLIGRIL	TN_FORTRESS	180	RA_DWARF
1	90	SH_FORTRESS_THANGRAD		12,62	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_THANGRAD	CH_THANGRAD	TN_FORTRESS	180	RA_BARBARIAN
1	91	SH_FORTRESS_IMULORN		33,63	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_IMULORN	CH_IMULORN	TN_FORTRESS	180	RA_DWARF
1	92	SH_CITY_THIGRAK		45,63	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	100	CH_THIGRAK	CH_THIGRAK	TN_CITY	180	RA_DWARF
1	93	SH_CITY_LORANGRORN		7,65	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_LORANGRORN	CH_LORANGRORN	TN_CITY	180	RA_BARBARIAN
1	94	SH_FORTRESS_VARATRARG		27,67	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_VARATRARG	CH_VARATRARG	TN_FORTRESS	180	RA_BARBARIAN
1	95	SH_FORTRESS_IMELORN		54,67	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_IMELORN	CH_IMELORN	TN_FORTRESS	180	RA_DWARF
1	96	SH_FORTRESS_ULFANGRAK		62,67	RA_DWARF	RA_DWARF	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_ULFANGRAK	CH_ULFANGRAK	TN_FORTRESS	180	RA_DWARF
1	97	SH_FORTRESS_THORTHAK		2,68	RA_BARBARIAN	RA_BARBARIAN	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THORTHAK	CH_THORTHAK	TN_FORTRESS	180	RA_BARBARIAN
1	98	SH_FORTRESS_THORMAND		30,68	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_THORMAND	CH_THORMAND	TN_FORTRESS	180	RA_FEY
1	99	SH_FORTRESS_ANVORTHUN		8,71	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_ANVORTHUN	CH_ANVORTHUN	TN_FORTRESS	180	RA_BARBARIAN
1	100	SH_FORTRESS_IMGORMAND		43,72	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_IMGORMAND	CH_IMGORMAND	TN_FORTRESS	180	RA_FEY
1	101	SH_FORTRESS_CARORTHORN		60,72	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_CARORTHORN	CH_CARORTHORN	TN_FORTRESS	180	RA_FEY
1	102	SH_CITY_IMGORAD		3,75	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_IMGORAD	CH_IMGORAD	TN_CITY	180	RA_BARBARIAN
1	103	SH_FORTRESS_TORORTHANE		36,75	RA_FEY	RA_FEY	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_TORORTHANE	CH_TORORTHANE	TN_FORTRESS	180	RA_FEY
1	104	SH_CITY_IMORTHORN		32,76	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_IMORTHORN	CH_IMORTHORN	TN_CITY	180	RA_FEY
1	105	SH_FORTRESS_BERORMORN		18,78	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_BERORMORN	CH_BERORMORN	TN_FORTRESS	180	RA_FEY
1	106	SH_FORTRESS_FIRAK		8,80	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_FIRAK	CH_FIRAK	TN_FORTRESS	180	RA_BARBARIAN
1	107	SH_FORTRESS_MORILDRANE		46,80	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_MORILDRANE	CH_MORILDRANE	TN_FORTRESS	180	RA_FEY
1	108	SH_FORTRESS_THIGRAND		29,81	RA_FEY	RA_FEY	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THIGRAND	CH_THIGRAND	TN_FORTRESS	180	RA_FEY
1	109	SH_FORTRESS_KAHUDRARG		12,82	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_KAHUDRARG	CH_KAHUDRARG	TN_FORTRESS	180	RA_BARBARIAN
1	110	SH_CITY_LORANGRIEL		55,82	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_LORANGRIEL	CH_LORANGRIEL	TN_CITY	180	RA_FEY
1	111	SH_CITY_CARORTHANE		21,83	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_CARORTHANE	CH_CARORTHANE	TN_CITY	180	RA_FEY
1	112	SH_FORTRESS_THORTHAND		50,85	RA_FEY	RA_FEY	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THORTHAND	CH_THORTHAND	TN_FORTRESS	180	RA_FEY
1	113	SH_FORTRESS_BERORMANE		43,88	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_BERORMANE	CH_BERORMANE	TN_FORTRESS	180	RA_FEY
1	114	SH_FORTRESS_IMGORMIEL		58,88	RA_FEY	RA_FEY	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_IMGORMIEL	CH_IMGORMIEL	TN_FORTRESS	180	RA_FEY
1	115	SH_FORTRESS_CARENEON		11,89	RA_BARBARIAN	RA_BARBARIAN	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_CARENEON	CH_CARENEON	TN_FORTRESS	180	RA_BARBARIAN
1	116	SH_FORTRESS_VARANGRAND		18,89	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_VARANGRAND	CH_VARANGRAND	TN_FORTRESS	180	RA_BARBARIAN
1	117	SH_CITY_IMGORTHAND		63,89	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_IMGORTHAND	CH_IMGORTHAND	TN_CITY	180	RA_FEY
1	118	SH_CITY_LORANGRIM		47,91	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	100	CH_LORANGRIM	CH_LORANGRIM	TN_CITY	180	RA_FEY
1	119	SH_FORTRESS_THARAND		28,94	RA_FEY	RA_FEY	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_THARAND	CH_THARAND	TN_FORTRESS	180	RA_FEY
1	120	SH_FORTRESS_TORINARG		3,95	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_TORINARG	CH_TORINARG	TN_FORTRESS	180	RA_BARBARIAN
1	121	SH_FORTRESS_IMORTHESH		49,95	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_IMORTHESH	CH_IMORTHESH	TN_FORTRESS	180	RA_FEY
1	122	SH_FORTRESS_ANVORTHEON		15,96	RA_BARBARIAN	RA_BARBARIAN	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_ANVORTHEON	CH_ANVORTHEON	TN_FORTRESS	180	RA_BARBARIAN
1	123	SH_FORTRESS_OBIREON		64,96	RA_FEY	RA_FEY	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_OBIREON	CH_OBIREON	TN_FORTRESS	180	RA_FEY
1	124	SH_FORTRESS_OBIGRORN		14,26	RA_GIANT	RA_GIANT	UT_RIDERS	1000	0	1275	0	0	0	0	50	CH_OBIGRORN	CH_OBIGRORN	TN_FORTRESS	180	RA_GIANT
1	125	SH_FORTRESS_IMGASHARG		36,26	RA_ICELORD	RA_ICELORD	UT_WARRIORS	1000	0	1275	0	0	0	0	50	CH_IMGASHARG	CH_IMGASHARG	TN_FORTRESS	180	RA_ICELORD
