Version	Id	Symbol	Text
1	26	SS_MESSAGE1	{char:text:time}. {char:text:sees}Here {char:loc:text}, {char:longname} has found nothing. {char:text:obj}. {char:text:group} {char:text:inbattle}
1	27	SS_MESSAGE2	{char:loc:text} stands {char:longname}. {char:text:army}
1	28	SS_MESSAGE3	{char:longname} is {char:text:traits} and {char:reckless}. {char:name} is {char:despondency} and {char:energy}. {char:text:liege} {char:text:foe} {char:text:group} 
1	29	SS_MESSAGE4	{char:loc:terrain:prep} {char:loc:name} stands {char:longname}{char:text:loyalty}. {str:28}
1	30	SS_MESSAGE5	  {char:longname} stands {char:loc:terrain:prep} {char:loc:name} looking {char:dir:name}. 
1	31	SS_MESSAGE6	  {char:longname} stands {char:loc:terrain:prep} {char:loc:name} looking {char:dir:name} to {char:lookat:name}. 
1	32	SS_SEEK	{char:text:time}. {char:text:sees}Here {char:loc:text}, {char:longname} has found {obj:text}. {char:text:obj}. {char:text:group}
1	33	SS_FIGHT	{char:text:time}. {char:text:sees}Here {char:loc:text}, {char:longname} has found {obj:text} and slain them. {char:text:obj}. {char:text:group}
1	34	SS_GUIDANCE1	{char:text:time}. {char:text:sees}Here {char:loc:text}, {char:longname} has found {obj:text}
1	35	SS_GUIDANCE2	 {char:text:obj}. {char:text:group}
1	36	SS_SEEK_NOTHING	{case:first}{char:gender:heshe} has found nothing. 
1	37	SS_BATTLE1	In battle against %s, {char:name} 
1	38	SS_BATTLE_NONE	In battle, {char:name} 
1	39	SS_BATTLE_WARRIORS	{char:name} lost %s warriors. 
1	40	SS_BATTLE_RIDERS	{char:name} lost %s riders. 
1	41	SS_BATTLE_WARRIORS_RIDERS	{char:name} lost %s warriors and %s riders. 
1	42	SS_BATTLE_CHARACTER_SLEW	{char:name} slew %s. 
1	43	SS_BATTLE_WARRIORS_SLEW	{case:first}{char:gender:hisher} warriors slew %s of the foe. 
1	44	SS_BATTLE_RIDERS_SLEW	{case:first}{char:gender:hisher} riders slew %s of the foe. 
1	45	SS_BATTLE_VICTORY_FREE	won a victory. 
1	46	SS_BATTLE_VICTORY_ENEMY	was defeated. 
1	47	SS_BATTLE_VICTORY_NONE	won no victory. 
1	48	SS_ARMY_CHARACTER_COMMANDS	{char:longname} commands
1	49	SS_ARMY_CHARACTER_WARRIORS	They are %s. 
1	50	SS_ARMY_CHARACTER_RIDERS	They are %s. 
1	51	SS_ARMY_NONE	{str:48} no army. 
1	52	SS_ARMY_WARRIORS	{str:48} %s {char:race:soldiers} warriors. {str:49}
1	53	SS_ARMY_RIDERS	{str:48} %s {char:race:soldiers} riders. {str:50}
1	54	SS_ARMY_WARRIORS_RIDERS	{str:48} %s warriors and %s riders. {str:49}{str:50}
1	55	SS_TERRAIN_PLURAL	{terrain:name}s
1	56	SS_TERRAIN_SINGLE	a {terrain:name}
1	57	SS_AREA_PREFIXED	{area:prefix} {area:name}
1	58	SS_DEFEAT1	 The evil Shareth has won victory!
1	59	SS_DEFEAT2	 {char:longname} is dead, {char:text:death2}{lf}{cr}{str:58}
1	60	SS_DEFEAT3	** UNUSED **
1	61	SS_VICTORY1	{lf}{crlf}{cr}Victory to the Free! 
1	62	SS_VICTORY2	After {special:days} {plural:day:days} the warriors of Midnight return to the frozen gates. 
1	63	SS_VICTORY3	** UNUSED **
1	64	SS_VICTORY4	{lf}{crlf}{cr}The Victory of the Moonprince is %s. 
1	65	SS_VICTORY5	{lf}{crlf}{cr}The Watchwords of Midnight are revealed!{lf}{crlf}{cr}'The brave and the free fear no foe.{lf}{cr}Forth, mighty hosts of Midnight!{lf}{cr}Unto death or victory we go!'
1	66	SS_VICTORY6	** UNUSED **
1	67	SS_ZEROTOKENS	|no|none|zero
1	68	SS_WARRIORS_RIDERS	{char:longname} has an army of %s warriors and %s riders. 
1	69	SS_MESSAGE7	{char:loc:terrain:prep} {char:loc:name} stands {char:longname}{char:text:loyalty}. {str:28}
1	70	SS_BATTLE2	.{lf}{crlf}{cr}  The bloody sword of battle brings death in the Domain of {loc:area:text}
1	71	SS_BATTLE3	 and of {loc:area:text}
1	72	SS_PLURALTOKENS	has|have|day|days
1	73	SS_STRONGHOLD1	The %s is owned by {char:longname}. 
1	74	SS_STRONGHOLD2	The %s is owned by {char:longname}{char:text:loyalty}. 
1	75	SS_STRONGHOLD3	%s holds %s %s %s. They are %s. 
1	76	SS_FIGHT2	** UNUSED **
1	77	SS_FIGHT3	** UNUSED **
1	78	SS_FIGHT4	** UNUSED **
1	79	SS_PREFIX_HERE	  Here
1	80	SS_PREFIX_AHEAD	  Ahead
1	81	SS_PREFIX_DIRECTION	  To the {char:dir:name}
1	82	SS_SEEK_MSG1	, "{char:longname} stands {char:loc:terrain:prep} {char:loc:name}." 
1	83	SS_SEEK_MSG2	, "The %s, can be found %s." 
1	84	SS_SEEK_MSG3	, "The %s, can be found in the hands of {char:longname}." 
1	85	SS_SEEK_MSG4	** UNUSED **
1	86	SS_OBJECT_NAME	{obj:type} of {obj:name}
1	87	SS_OBJECT_POWER	whose power is in {obj:power}
1	88	SS_OBJECT_FULL_DESCRIPTION	the {str:86} {str:87}. 
1	89	SS_VICTORY7	** UNUSED **
1	90	SS_MESSAGE8	{char:loc:terrain:prep} {char:loc:name} stands {char:longname}. {char:text:energy}. {char:text:courage}. {char:text:obj}. 
1	91	SS_CHARACTER_CANNOT_CONTINUE	%s and cannot continue
1	92	SS_TOKENS_DESPONDENT	despondent|despondent
1	93	SS_TOKENS_RECKLESS	reckless|reckless
1	94	SS_CHAR_DESPONDENCY_TIRED	{char:name} is {char:despondency} and {char:energy}.
1	95	SS_CHAR_LIEGE	{char:name}'s liege is {char:liege:longname}.
1	96	SS_CHAR_FOE	{char:name}'s foe is {char:foe:longname}.
1	97	SS_TOKENS_TRAITS	good|strong|forceful|generous|stubborn|brave|swift|loyal|evil|weak|reticent|greedy|fawning|cowardly|slow|treacherous|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
1	98	SS_TUNNEL	{char:longname} stands in a tunnel looking {char:dir:name}. {char:text:time}.
1	99	SS_GROUP_LEADER	{case:first}{char:gender:heshe} is leading a group.
1	100	SS_GROUP_FOLLOWER	{case:first}{char:gender:heshe} is following {char:following:longname}.
1	101	SS_LOYAL_TO	 who is loyal to the {char:loyalty:name}
1	102	SS_BATTLE_PREPARES_BATTLE	{char:longname} prepares to do battle. . . 
1	103	SS_KILLED_BY	 killed in battle by {char:battle:fighting:longname}. 
1	104	SS_KILLED_IN_BATTLE	 killed in battle. 
1	105	SS_SPARE_1	
1	106	SS_SPARE_2	
1	107	SS_SPARE_3	
1	108	SS_SPARE_4	
1	109	SS_SPARE_5	
1	110	SS_SEES_1	{char:shortname} sees the %s and an underground entrance. 
1	111	SS_SEES_2	{char:shortname} sees the %s. 
1	112	SS_SEES_3	{char:shortname} sees an underground entrance. 
1	113	SS_LOCATION_PREP_1	in the tunnel
1	114	SS_LOCATION_PREP_2	{loc:terrain:prep} {loc:name}
1	115	SS_CHARACTER_DEAD	{lf}{cr}  {char:longname} is dead, {char:text:death2}
1	116	SS_CHARACTER_HERE	{char:name} is here. 
1	117	SS_SHARETH_DEAD	{char:name} is dead. 
1	118	SS_OBJECT_USE_1	{char:longname} places the {obj:text} on {char:gender:hisher} head, the power contained within brings all lords loyal to the Moonprince to {char:gender:himher}.
1	119	SS_OBJECT_USE_2	{char:longname} casts the {obj:text} and {char:gender:heshe} is magically transported to be with Morkin.
1	120	SS_OBJECT_USE_3	{char:longname} throws the {obj:text}, all lords loyal to the Moonprince are refreshed and envigorated.
1	121	SS_OBJECT_USE_4	{char:longname} uses the {obj:text} and {char:gender:heshe} now feels refreshed and envigorated.
1	122	SS_MESSAGE_MIST	  {char:longname} stands {char:loc:terrain:prep} {char:loc:name} looking {char:dir:name} into the mist. 
1	123	SS_TOKENS_VICTORY	none|worthy|noble|overwhelming
